ID           Name                                                                               Type           Distribution    Slug                                         Public    Min Disk    Created
203455027    BotGuard GateKeeper 1.5.3-4 on Debian 12 (bookworm)                                application    Debian          botguardo-botguardgatekeep                   false     25          2025-10-17T13:04:40Z
203711042    HQbird Firebird v2.5 2.5.9.27190-11.3.101 on Ubuntu 24.04                          application    Ubuntu          ibsurgeon-hqbirdfirebirdv2                   false     160         2025-10-19T18:24:27Z
203711253    HQbird Firebird v3.0 3.0.14.33827-11.3.10 on Ubuntu 24.04                          application    Ubuntu          ibsurgeon-hqbirdfirebirdv3                   false     160         2025-10-19T18:44:18Z
203711339    HQbird Firebird v5.0 5.0.4.1722-11.3.1017 on Ubuntu 24.04                          application    Ubuntu          ibsurgeon-hqbirdfirebirdv5                   false     160         2025-10-19T19:02:33Z
203711563    HQbird Firebird v4.0 4.0.6.3223-11.3.1017 on Ubuntu 24.04                          application    Ubuntu          ibsurgeon-hqbirdfirebirdv4                   false     160         2025-10-19T19:16:59Z
203934986    VPN Server 1.1.12 on Ubuntu 24.04                                                  application    Ubuntu          in4it-vpnserver                              false     25          2025-10-21T20:08:22Z
204242472    Coreflux MQTT Broker 1.6.4 on Ubuntu 22.04                                         application    Ubuntu          coreflux-corefluxmqttbrok                    false     25          2025-10-24T17:29:22Z
204445153    Laravel 12.35.1 on Ubuntu 24.04                                                    application    Ubuntu          devdojo-laravel-20-04                        false     10          2025-10-26T08:55:54Z
204673334    Plane (Community Edition) 1.1.0 on Ubuntu 24.04                                    application    Ubuntu          planesoftware-planecommunityed               false     80          2025-10-28T11:46:53Z
205001613    сyborgtest-server 5.7.2 on 22.04                                                   application    Ubuntu          cyborgtest-yborgtestserver                   false     25          2025-10-31T14:32:42Z
205688005    Laranode Panel 1 on Ubuntu 24.04                                                   application    Ubuntu          crivion-laranodepanel                        false     50          2025-11-06T19:56:36Z
207153643    ROCm™ 7.1 Software 7.1 on Ubuntu 24.04                                             application    Ubuntu          amd-rocm71software                           false     720         2025-11-19T20:33:15Z
207457480    Kasm Workspaces 1.18.1 on Ubuntu 24.04                                             application    Ubuntu          kasmtechnologies-kasmworkspaces-18-04        false     160         2025-11-22T17:15:16Z
208828240    PGSync 7.0.0 on Ubuntu 22.04 LTS                                                   application    Ubuntu          pgsync                                       false     25          2025-12-04T22:39:08Z
210067877    FASTPANEL 1.11-ubuntu20.04p54 on Ubuntu 24.04                                      application    Ubuntu          fastpanel-deb-9                              false     25          2025-12-15T16:15:09Z
210593042    Memori 1.0 on Ubuntu 24.04 (LTS)                                                   application    Ubuntu          gibsonai-memori                              false     25          2025-12-20T14:13:40Z
211868917    Immich release on Ubuntu 24.04 (LTS)                                               application    Ubuntu          futo-immich                                  false     50          2025-12-31T17:45:15Z
213528187    Sparrow-Community-Edition 1.4.5 on 24.04                                           application    Ubuntu          techdomeai-sparrowcommunityedition1          false     80          2026-01-15T06:21:13Z
215047470    NextGenSwitch 1.0 on AlmaLinux 9.x                                                 application    AlmaLinux       infosoftbdsoluti-nextgenswitch               false     70          2026-01-28T07:04:19Z
215191019    Moltbot 1.24-1 on Ubuntu                                                           application    Ubuntu          moltbot                                      false     80          2026-01-29T15:49:37Z
215555859    ThorMail 1.0.b on Ubuntu 24.04 (LTS)                                               application    Ubuntu          josecanchila-thormail                        false     25          2026-02-01T15:20:20Z
217641502    1-Click Inference Ready - Multi GPU 1.1.0 on Linux AI/ML Ready                     application    Ubuntu          digitaloceanai-1clickinferenceready8x        false     720         2026-02-19T03:38:40Z
